timeindex,flag,currentBack,motorTempBack,positionBack,refPositionBack,refVelocityBack,trackingDeviationBack,velocityBack,currentFront,motorTempFront,positionFront,refPositionFront,refVelocityFront,trackingDeviationFront,velocityFront
6196,0,-6,40,577.4998754,581.4999968,8,9.00E+00,6,57,43,972.4996578,972.4999968,6,8.000373731,8
6197,0,-4.5,37,576.5,576.4999992,10,7.00E+00,5,227,37,973.4996162,971.4999992,5,8.000415257,9.020762852
6198,0,-24,38,577.4999585,576.4999976,8,6,10.02076285,209,39,971.4994917,969.4999976,9,7.000456783,6.020762852
6199,0,22,42,577.4995017,576.4999984,8,10.00045678,9,42,46,972.4994086,969.4999984,10,9.00058136,6
6200,0,-9.5,42,577.4995432,577.4999976,5,6.000456783,4.989618574,10,47,972.4998862,968.4999976,9,10.00010381,9
6201,0,426.5,41,441.3174254,444.5090572,588.0465257,7.983867264,585.2386693,467,46,826.6762277,831.8587676,583.4770305,4.979008756,586.0551867
6202,0,15,42,579.4998754,576.4999968,8,9.000124577,6,48.5,45,973.4996162,973.4999968,6,6.000415257,10
6203,0,55.5,43,580.4997093,579.4999984,6,8.00029068,6,170,46,973.4995332,973.4999984,9,5.000498308,5
6204,0,-19,43,580.5,576.4999992,10,7,8.020762852,44.5,42,968.4996578,972.4999992,8,10.00037373,10
6205,0,7,45,581.5,576.4999992,10,5,10,61,43,973.4998239,969.4999992,9,7.000207629,8
6206,0,-3,44,580.4997924,581.4999976,6,7.000166103,6,37.5,46,972.4991179,969.4999976,10,9.000913565,8
6207,0,225,47,360.4343263,369.1948378,359.9518964,6.988829585,377.6169128,469.5,42,740.5473719,742.3613613,365.2513478,7.982829121,383.1120704
6208,0,-0.5,46,578.5004153,581.4999992,8,7.993646567,10.02076285,122,44,970.501651,972.4999992,10,7.980898176,8.979237148
6209,0,58,46,579.4997508,578.4999968,7,8.000207629,5,178,44,971.4994917,968.4999968,10,7.000539834,7.979237148
6210,0,11,42,578.4999585,576.4999976,7,8,5,56,44,971.49999,969.4999976,9,10,9
6211,0,55,43,576.4997508,578.4999968,10,5.000207629,7,181,44,972.4995332,968.4999968,7,7.000456783,5
6212,0,-0.5,45,576.5002492,580.4999984,6,9.992421559,6.041525705,116,47,969.5006129,968.4999984,6,5.984324047,9
6213,0,76,45,576.4997093,578.4999968,8,8.000249154,7.041525705,155,44,973.499637,969.4999968,9,7.00029068,6.031144278
6214,0,43,42,5.00E+00,8.00E+00,8,5.00E+00,10,183,47,401.999284,398,8,5.000705937,5.020762852
6215,0,34,43,580.5000415,576.4999984,10,7.00E+00,6,104,45,971.4994917,971.4999984,5,7.000498308,9
6216,1,-19,46,579.4992525,581.4999968,7,5.000747463,6,19.5,46,970.4993256,970.4999968,7,8.000705937,10
6217,1,105,43,578.4996263,580.4999992,9,10.00037373,5.020762852,186,40,968.4994086,972.4999992,6,9.00058136,5
6218,1,-27,40,581.4993771,579.4999976,5,8.000622886,5.979237148,990.5,44,968.5031875,971.4999976,6,4.996802521,8
6219,1,188,38,579.4993771,578.4999968,6,9.00058136,9,173,44,970.4995747,972.4999968,9,10.00045678,7
6220,1,54,45,580.4992525,576.4999968,7,6.000747463,10,80,45,970.4992425,971.4999968,9,9.000788988,7
6221,1,119,40,578.4995847,580.4999976,9,6.000373731,6.020762852,146,44,972.4996578,973.4999976,10,5.000332206,10.02076285
6222,1,68,46,576.4996678,581.4999992,9,7.00029068,8,308,47,968.4991179,972.4999992,8,6.00087204,7
6223,1,537,43,478.266229,481.2828968,580.4730959,6.986047363,579.0025831,484,46,854.3667742,858.4887541,573.5080227,6.983119801,576.5424173
6224,1,3,39,579.4992941,576.4999976,8,7.000664411,10.01038143,7,42,968.499284,973.4999976,7,10.00070594,5
6225,1,52,39,578.4996263,577.4999968,9,10.00033221,5,268,41,968.4988688,972.4999968,8,10.00112119,5
6226,1,464.5,39,575.3704323,576.6957502,158.3756296,5.990407562,176.241624,417,41,957.3414518,962.1824859,165.1905026,4.982559204,183.4910104
6227,1,-23,39,7.999252537,5.00E+00,5,8.000747463,5,9,43,399.9993256,401,6,6.000664411,8
6228,1,166,42,7.999294063,1.00E+01,6,10.00070594,9,97,42,397.9996578,398,10,10.00037373,6
6229,1,46,42,577.5000208,577.4999984,6,9.00E+00,8,86,41,970.4994501,971.4999984,9,6.00058136,8
6230,1,-15,45,579.4995432,578.4999976,5,10.00045678,8,39,42,971.4984535,970.4999976,5,7.001577977,5
6231,1,13.5,45,576.4986297,580.4999976,6,7.001370348,9.979237148,-81,45,973.4993671,971.4999976,6,8.000622886,9.979237148
6232,1,169,36,581.4995017,579.4999984,7,7.000415257,5,171,41,973.4995747,971.4999984,9,10.00041526,5.031144278
6233,1,124,39,579.499211,579.4999976,10,10.00078899,5,121.5,39,968.4993671,969.4999976,6,5.000664411,9
6234,1,63,42,9.99970932,7.00E+00,5,7.00029068,5,130,47,396.9994086,399,8,8.000622886,9
6235,1,535,44,384.942273,388.7702911,578.1527549,9.00E+00,579.8159496,733,47,762.0968444,764.8696577,581.4596446,8.000498308,581.1170109
6236,1,519.5,43,578.7175519,578.077594,43.65146274,9.985985075,65.47834124,500,46,967.6840489,970.5639624,47.78870437,8.990199934,67.5826198
6237,1,54,43,7.999501692,5.00E+00,7,8.000539834,6,70,44,400.9991595,400,7,10.00087204,7
6238,1,498.5,42,380.937373,387.7702928,577.3206532,10.00031144,576.026729,779,47,760.1031563,764.8696553,575.1059685,9.000498308,575.1894488
6239,1,13.5,44,579.499211,578.4999984,9,5.000788988,10,656,47,968.5037273,968.4999984,7,4.996262687,5
6240,0,595,37,381.9378713,389.7702928,586.0438087,5.997902952,587.5708749,650.5,36,769.9006027,773.7266687,590.8064968,10.00010381,591.8825498
6241,0,-39,31,578.4999792,578.4999992,10,7.00E+00,7.989618574,71,34,971.4998654,972.4999992,8,7.000124577,9
6242,0,-13,42,6.00E+00,8.00E+00,6,8.00E+00,5.989618574,85,43,399.9994917,399,10,10.00049831,6
6243,0,548,39,377.0700388,378.8458563,592.4767587,5.990075357,588.0658003,746,41,755.2866911,759.058366,589.805929,5.98777068,593.6300125
6244,0,-2,40,578.4999377,581.4999968,9,8,8.062288557,85,42,971.4997823,969.4999968,10,9.000166103,6.020762852
6245,0,1,44,577.5000415,579.4999968,10,8.00E+00,6.979237148,110,41,971.4996578,970.4999968,9,5.000332206,8
6246,0,-3,40,8.00E+00,5.00E+00,9,6.00E+00,9,113,44,400.9996993,400,6,6.00029068,7
6247,0,36,42,579.4998339,579.4999984,10,10.00012458,10,178,41,970.4995747,968.4999984,6,9.000456783,9
6248,0,11,39,7.999543217,6.00E+00,10,5.000415257,6,75,43,399.9990349,402,8,8.000996617,10
6249,0,-25,41,578.4998339,578.4999968,8,7.000124577,9.020762852,-28,42,973.499201,968.4999968,5,8.000830514,5.979237148
6250,0,47,42,577.4996678,581.4999984,10,9.00029068,9,160,40,969.4993256,973.4999984,6,6.000705937,7.979237148
6251,0,-18,39,579.4999169,581.4999992,10,1.00E+01,7.968855722,101,43,970.4995747,970.4999992,5,8.000456783,10
6252,0,-14,43,577.4994602,577.4999992,10,8.000498308,5,6,43,972.4989518,973.4999992,10,8.001038143,5.979237148
6253,0,-11,42,580.4999585,577.4999968,8,7.00E+00,8,59,43,971.4997408,971.4999968,6,10.00029068,7
6254,0,122,32,6.669165966,11.40954155,97.43698268,7,57.81708091,70,37,397.333566,400.9170869,78.08150913,6,47.0133994
6255,0,-27,36,581.4999169,581.4999992,8,9,8.093432835,222.5,34,970.4995124,972.4999992,5,10.00045678,10.04152571
6256,1,-32,43,581.5003114,577.4999976,10,5.990511377,5,369,49,972.5171401,968.4999976,5,7.979361725,5.979237148
6257,0,46,43,581.5000415,580.4999984,9,1.00E+01,10,230.5,43,969.4995747,973.4999984,5,9.000415257,9.020762852
6258,0,-15,43,576.4999585,581.4999968,5,7,6,113.5,43,970.4996162,971.4999968,6,7.000415257,10
6259,0,-6,45,9.00E+00,5.00E+00,9,5.00E+00,8.979237148,55,44,396.9997408,398,5,9.00029068,10
6260,0,27,40,581.4996263,578.4999976,9,6.000332206,8,109,47,972.4995332,973.4999976,6,5.000498308,7
6261,0,-10,45,579.4999585,577.4999984,6,6,9.010381426,104,43,970.4997408,973.4999984,5,7.000249154,5
6262,0,555,42,378.0609032,382.845853,592.4767587,4.996138109,590.8789346,775,46,768.9018277,772.7266701,592.805929,7.000207629,595.470908
6263,0,-24,40,578.4999169,579.4999976,9,7,7.020762852,118,46,971.4997408,972.4999976,7,9.000207629,7
6264,0,5,43,581.4995847,577.4999984,6,6.000373731,10,78,45,968.4992425,969.4999984,5,6.000747463,9
6265,0,2,44,579.5,580.4999976,7,8,7.010381426,127,42,973.4996785,969.4999976,5,6.00029068,10
6266,0,-8,42,577.4995847,578.4999976,7,5.000415257,9,35,46,969.4991179,972.4999976,5,5.00087204,7
6267,0,23,45,578.5000415,576.4999984,7,7.00E+00,9,139,42,972.4996993,972.4999984,5,10.00033221,6
6268,0,100,43,7.026680265,6.00E+00,7,6.991798673,7.020762852,181,45,397.0270647,401,7,4.990739768,9.041525705
6269,0,519,47,384.9392624,389.7702931,585.0458363,9.00E+00,589.8926991,670,47,769.9206803,770.72667,589.8073484,5.00029068,594.1732298
6270,0,540,47,384.102169,386.9445059,588.4808545,9.999003383,588.574258,567,47,760.2280876,766.025,591.7786433,6.000124577,592.9450705
6271,0,22.5,43,578.4996678,580.4999968,7,7.000332206,5,103,44,971.4995332,973.4999968,8,5.000498308,9
6272,0,56,45,577.4998339,581.4999992,5,10.00012458,7,168,45,968.4991595,969.4999992,9,6.000830514,7
6273,0,16,43,578.4996263,580.4999992,9,6.000332206,10,103,45,971.4992425,970.4999992,8,7.000747463,7
6274,0,587,44,379.0494005,379.845853,587.4767587,7.000166103,585.8890839,597,45,766.8992116,773.7266701,591.805929,6.000498308,594.0764138
6275,1,15.5,36,578.4995017,577.4999984,8,8.000498308,8,131,39,971.4986196,973.4999984,10,7.001370348,7
6276,1,17,39,576.4992941,577.4999992,5,10.00070594,10,31,38,969.4994086,968.4999992,7,6.00058136,7.979237148
6277,1,367,38,505.131181,509.6924536,549.9978517,4.984510912,559.1812897,1093,41,885.2852125,889.1021872,549.0890197,4.998878806,560.8420857
6278,1,56,38,580.4994602,579.4999992,6,5.000498308,7,88,44,970.4994917,969.4999992,10,9.000498308,6.979237148
6279,1,-25,43,577.4990864,578.4999992,10,8.00087204,6.989618574,907.5,44,972.5031875,969.4999992,10,5.996802521,5
6280,1,731,38,252.2193124,259.2360409,587.4756233,8.00E+00,591.6297804,949,44,641.1713792,650.2809558,592.8073484,10.00033221,591.5537273
6281,1,100,41,577.4995847,580.4999992,10,7.000373731,8,108.5,42,969.4994501,969.4999992,5,9.00058136,6
6282,1,-3,41,577.4993771,579.4999992,9,8.00058136,9,26,40,972.4991179,968.4999992,9,5.000913565,5
6283,1,77,40,578.4988373,579.4999984,5,6.001121194,6.020762852,-52,41,970.4994086,972.4999984,7,7.000622886,5
6284,1,85,43,579.4990449,581.4999976,7,10.00095509,10,62.5,45,973.4994086,969.4999976,5,8.000622886,7
6285,1,15.5,43,9.999626269,6.00E+00,7,6.000415257,8,135.5,43,396.9987442,398,5,10.0012873,6
6286,1,9,45,578.4998339,577.4999992,10,5.000166103,7.020762852,194,45,973.4994501,968.4999992,7,7.000539834,7
6287,1,10,39,6.032556152,9.00E+00,7,5.991528756,5.020762852,1034.5,41,399.0031875,400,8,7.997072438,8.041525705
6288,1,-3,39,580.4993771,576.4999968,8,5.000622886,8,10,40,969.5037065,970.4999968,10,6.996324975,8.979237148
6289,1,187,37,577.4997924,576.4999992,9,8.000207629,8,79.5,38,973.4993671,968.4999992,10,10.00066441,6
6290,1,63,41,577.4993771,576.4999968,5,10.00062289,9,58.5,40,968.4995747,969.4999968,5,9.000456783,6
6291,1,100,45,580.4994602,578.4999968,10,5.000539834,7,116,47,970.4994501,970.4999968,9,8.000539834,5
6292,1,137,45,579.4997093,577.4999968,8,5.000249154,9,164,47,972.4995747,969.4999968,10,5.000456783,6
6293,1,-38,47,7.999211012,6.00E+00,10,7.000830514,10,-35,47,397.999284,401,6,7.000705937,6
6294,1,105.5,46,578.4996263,578.4999976,5,10.00037373,10.02076285,104,44,969.4994086,973.4999976,7,5.00058136,7
6295,1,70,40,578.4997093,577.4999976,10,8.000249154,9,137,42,971.4994501,970.4999976,9,8.000539834,6
6296,1,216,44,578.5000831,576.4999976,5,8.999875423,9.020762852,49,43,969.4996162,972.4999976,8,9.000415257,10
6297,1,17,45,581.4993771,576.4999976,7,5.00058136,8.020762852,72,47,969.4993256,969.4999976,7,6.000705937,9
6298,0,-31,33,576.4995847,580.4999992,6,8.000415257,5,17,32,970.4993671,973.4999992,9,8.000622886,6
6299,0,-30,36,581.4999585,580.4999984,8,1.00E+01,5.979237148,133,33,972.499284,971.4999984,5,5.000747463,9
6300,0,-36,34,6.00E+00,9.00E+00,5,8,9,49,38,396.9997408,401,9,10.00029068,8
6301,0,-47,35,576.5004153,579.4999976,6,6.999543217,9,6.5,36,973.5004675,971.4999976,10,6.99956398,6.989618574
6302,0,-34,39,579.4999169,578.4999976,10,9.00E+00,9.979237148,64,36,971.4996993,971.4999976,8,9.000332206,10
6303,0,640,32,383.9398853,390.7702928,584.0438087,4.988455854,589.989515,874,34,745.4523284,752.2470774,597.1185772,7.988289751,596.9035448
6304,0,-42,30,7.999813134,1.00E+01,9,5.000186866,4.979237148,11,33,398.9999484,401,5,9.00E+00,8
6305,0,-39,36,581.4999585,578.4999984,9,8.00E+00,10.02076285,10,34,970.4999484,969.4999984,5,1.00E+01,5.979237148
6306,0,-33,38,581.5002492,580.4999976,7,6.99970932,8.989618574,7,38,973.5002807,972.4999976,7,5.99970932,9.979237148
6307,0,-6,39,581.5003945,578.4999976,7,9.99956398,8.979237148,1,40,972.5000315,970.4999976,5,9.00E+00,6
6308,0,5,41,581.5,576.4999992,8,7.00E+00,5,26,40,970.4999484,971.4999992,8,6.00E+00,5
6309,0,-17,43,579.4999585,580.4999976,7,5.00E+00,10,31,41,970.499284,969.4999976,9,8.000705937,5.020762852
6310,0,-28,39,579.5,580.4999976,10,7,9,1,40,970.4998654,970.4999976,10,6.000124577,10
6311,0,-18,38,578.4999585,578.4999992,6,1.00E+01,6.020762852,119,41,973.4993671,971.4999992,8,6.000622886,6
6312,0,65,42,579.5004983,578.4999984,6,4.989577048,5,172.5,47,972.5001146,971.4999984,10,5.98660796,7.020762852
6313,0,-26,45,576.4999585,579.4999984,8,5.00E+00,4.979237148,11.5,46,971.4996785,973.4999984,8,5.000311443,6
6314,0,48,45,1.00E+01,5.00E+00,9,5.00E+00,5,134,47,400.9996162,401,9,9.000373731,6
6315,0,14,43,581.4997508,577.4999992,8,7.000249154,8,22,45,973.4993671,970.4999992,9,8.000622886,10
6316,0,-27,43,577.4998339,576.4999992,7,9.000166103,5.020762852,8,42,968.4996162,970.4999992,9,8.000415257,6
6317,0,4,44,576.4999585,581.4999976,8,9,9,93,46,972.4996578,968.4999976,6,9.000373731,6
6318,0,-19,46,4.999335589,8.00E+00,7,5.000622886,10,9.5,45,396.9989103,399,6,10.00107967,9.979237148
6319,0,-3,40,581.4999585,576.4999992,9,6.00E+00,7.020762852,171,44,970.4991179,970.4999992,9,8.000913565,10
6320,0,6,41,577.4999585,581.4999984,6,7,5,83,42,973.4996578,969.4999984,5,9.000373731,7
6321,0,310,40,471.9391638,473.0147065,582.1527549,4.983784212,583.0754852,645,43,846.9512385,851.1290595,579.1059685,9.980482919,578.4212232
6322,0,-24,44,577.5,578.4999992,8,5.00E+00,5.020762852,88,44,970.4996578,968.4999992,9,8.000332206,8
6323,0,4,45,578.4995432,579.4999968,8,8.000415257,6,17,43,970.4993256,970.4999968,9,5.000664411,6
6324,0,18,45,578.4997093,578.4999968,10,7.00029068,8,53,47,972.4996162,971.4999968,5,10.00041526,10
6325,0,-1,45,576.4996678,576.4999968,7,10.00033221,9,35,47,969.4994501,969.4999968,7,8.00058136,9
6326,0,3,42,577.5004983,576.4999968,7,6.991653333,4.979237148,29.5,43,972.4998446,972.4999968,7,6.989286368,6.020762852
6327,0,473,42,380.9400514,387.7702928,583.0438087,7.992027065,585.8545565,769,47,747.456481,750.2470774,596.1185772,8.990532139,593.1145564
6328,0,-24,42,578.5,581.4999992,9,7,5.979237148,138,48,970.4999484,969.4999992,8,5.00E+00,8
6329,0,-16,46,581.4999169,578.4999976,9,1.00E+01,7.948092869,71.5,45,970.4996993,969.4999976,9,7.00029068,6
6330,0,52,42,6.99970932,1.00E+01,5,6.00029068,6,161.5,46,396.9994086,399,7,6.00058136,8.020762852
6331,0,-22,43,1.00E+01,7.00E+00,7,7.00E+00,5,12,43,397.9996162,402,8,10.00037373,6.020762852
6332,0,-19,47,579.5,576.4999984,7,10,10,76,45,969.4997616,973.4999984,10,8.000269917,4.989618574
6333,0,-16,39,577.4997508,578.4999976,7,6.000249154,8,9.5,45,971.4995747,972.4999976,8,6.000415257,9.979237148
6334,0,49.5,38,576.4997508,577.4999984,9,10.00024915,9,149,41,968.4994086,969.4999984,7,9.00058136,8
6335,0,31,41,578.4996678,576.4999992,9,7.000332206,9,68,45,970.4994086,973.4999992,8,8.000622886,8
6336,0,-17,44,581.4999377,581.4999976,7,9.00E+00,10.04152571,52,44,971.4997823,969.4999976,10,5.000249154,9
6337,0,-15,42,576.4999169,581.4999968,5,8.00E+00,8,120,45,973.4992425,971.4999968,7,10.00078899,8
6338,0,10,42,576.4999169,578.4999992,7,9.00E+00,10,50,44,968.4993671,968.4999992,5,10.00062289,10
6339,1,-50,42,578.4997301,581.4999984,5,5.000269917,5.010381426,39.5,48,973.499201,973.4999984,6,8.000788988,7
6340,1,132,42,577.4999169,580.4999968,10,6.00E+00,10.04152571,196,46,973.4995747,968.4999968,8,7.000373731,10.04152571
6341,1,92,47,578.4995432,577.4999968,5,8.000456783,6,149,47,968.4993256,968.4999968,10,5.000664411,8
6342,1,83,43,4.99970932,8.00E+00,6,7.000332206,6.041525705,218,49,401.9995747,401,7,8.000456783,10.02076285
6343,1,253,43,580.5011212,578.4999992,9,8.988455854,10.02076285,262.5,44,970.5013811,970.4999992,9,4.984033367,8.020762852
6344,1,151,46,576.4997508,576.4999984,8,7.000207629,10,162,47,968.4996578,973.4999984,7,8.000332206,8
6345,1,-51,46,576.4993979,577.4999968,7,8.000560597,10,-36,46,971.4989934,969.4999968,10,5.000996617,7.979237148
6346,1,95,44,577.4995847,580.4999968,5,10.00037373,7,206,47,972.4993671,972.4999968,10,8.000622886,9
6347,1,-31,43,578.4998339,580.4999992,7,9.000124577,10,160,45,969.4993256,968.4999992,8,8.000664411,6
6348,0,644.5,34,383.9411518,389.7702916,586.0441737,6.984822355,590.2905764,798,31,764.9227359,771.7266716,589.8073484,4.9867533,589.9552198
6349,0,-5,35,1.00E+01,5.00E+00,6,8,6,87,36,397.9996162,397,6,6.000373731,10
6350,0,-35,33,579.4999169,579.4999968,7,6.00E+00,7,10,37,969.49999,970.4999968,9,6.00E+00,5
6351,0,-17,33,577.4999585,581.4999976,5,7.00E+00,7,98,37,973.4996993,971.4999976,7,6.000332206,9
6352,0,-34,38,9.00E+00,6.00E+00,5,8.00E+00,10.02076285,41,37,401.999201,402,6,7.000830514,9
6353,0,-28,36,9.00E+00,5.00E+00,6,7,5,185.5,37,401.9994917,398,8,10.00053983,5
6354,0,-29,35,581.4999169,577.4999976,8,1.00E+01,9.020762852,43,40,968.4995332,973.4999976,7,5.000456783,10
6355,0,-41,41,581.4996678,580.4999968,7,5.000332206,7,7,38,972.4992217,969.4999968,7,8.000768226,4.979237148
6356,0,-21,36,8.00E+00,9.00E+00,8,9,9,43,36,400.9997823,399,10,7.000207629,6
6357,0,240,39,518.9434388,522.1711235,507.1099794,4.984510912,521.2924674,462.5,39,896.9423108,902.5020904,512.9198989,6.978115954,528.2823181
6358,1,-15.5,40,581.4987127,578.4999968,9,5.001245771,9,-2,47,971.4994501,969.4999968,10,5.000539834,6
6359,1,40,44,577.4997093,576.4999968,7,5.000249154,5,133,47,972.4993671,973.4999968,8,9.000622886,5
6360,1,71,41,581.4994186,576.4999984,5,6.000539834,7.020762852,379.5,46,971.5028968,969.4999984,5,7.997093201,7
6361,1,-15.5,45,580.498422,581.4999984,10,9.001536451,10,-41,42,973.5086688,969.4999984,5,4.991321128,6
6362,1,89,42,580.4995847,581.4999968,10,7.00029068,6.031144278,197,45,971.4994086,969.4999968,8,10.00053983,10.02076285
6363,1,6,41,5.999667794,7.00E+00,5,10.00033221,9,137,43,398.9987857,402,9,6.001204245,7
6364,1,-20,45,576.4996678,579.4999976,10,5.00029068,7.010381426,91,46,972.499201,971.4999976,6,8.000788988,5
6365,1,217,42,580.5002492,581.4999992,9,8.988954163,5.020762852,315,47,972.5022946,973.4999992,6,8.985694395,9.031144278
6366,0,0,41,580.4995432,578.4999968,10,5.000415257,8,-14,41,971.499284,972.4999968,7,9.000705937,10
6367,0,-6,42,8.999584743,5.00E+00,8,7.000373731,7,10.5,41,399.9995332,400,9,10.00045678,9.010381426
6368,1,-38,40,580.4995847,581.4999976,9,6.000415257,9,-21.5,45,973.5010696,968.4999976,9,9.998920332,5
6369,1,-38,41,581.4995225,579.4999976,7,5.000477546,10,10,45,972.4993256,970.4999976,7,6.000664411,5
6370,1,86,38,5.999626269,6.00E+00,7,8.000373731,5,138,41,400.9994917,399,6,6.000498308,8
6371,1,709,41,404.8744463,410.8520782,592.4767587,6.986296518,591.7543575,864.5,43,782.7064875,783.5683758,589.8064968,8.986940166,591.8340258
6372,1,9,38,581.4987542,576.4999984,6,5.001204245,6,8,40,972.4992425,968.4999984,9,9.000788988,6
6373,1,98,41,581.4995017,576.4999976,7,10.00045678,8,110,45,970.4995747,968.4999976,8,8.000456783,5
6374,1,14,43,576.4997924,578.4999976,6,10.0001661,10,170,40,971.4995332,969.4999976,7,7.000498308,7
6375,1,102,36,581.499211,578.4999992,5,10.00078899,6,75,39,969.4994709,970.4999992,7,5.000560597,7
6376,1,-32,41,576.4992525,580.4999976,6,9.000747463,8,-7,38,969.4994501,968.4999976,10,7.000539834,8
6377,1,99,47,577.4997508,581.4999992,9,9.000249154,10,103,44,968.4993256,973.4999992,10,10.00066441,5
6378,1,96,41,581.4997508,577.4999968,8,9.000207629,4.989618574,254.5,43,972.5022324,971.4999968,7,5.997799138,5
6379,1,82,42,576.4994602,580.4999968,5,10.00049831,9,68,44,968.4994086,968.4999968,8,9.000622886,9
6380,1,140,46,577.4993771,578.4999968,5,6.00058136,8,101,47,970.4996162,968.4999968,7,5.000415257,7
6381,1,87,43,4.999667794,1.00E+01,5,9.000373731,10,156.5,43,400.9994501,400,7,8.00058136,10
6382,1,13,46,576.4997093,576.4999976,7,10.00029068,10,53,46,973.4993256,968.4999976,6,6.000705937,6
6383,1,49,47,577.4991695,577.4999968,9,7.000830514,9,89.5,43,973.4991179,970.4999968,8,10.00087204,10
6384,0,140,41,384.0890469,390.9260525,235.2130891,5.00E+00,180.1411928,117,36,760.1966111,768.0061588,212.1473851,10.0001661,153.1704799
6385,0,4,36,577.5000415,579.4999976,10,5.00E+00,7,107,40,969.4996578,968.4999976,7,9.000332206,9
6386,0,295,38,383.1013592,390.9445059,574.5241453,8,538.3938272,401,39,766.0805556,775.889953,574.4025863,7,575.1650707
6387,0,32,37,578.4998754,577.4999984,9,5.000124577,9.010381426,107,41,971.499284,970.4999984,8,7.000705937,9
6388,0,37,38,581.5,576.4999992,5,5,8,108,40,972.4996162,970.4999992,7,8.000415257,9
6389,0,-40,36,580.4996055,578.4999968,8,7.000394494,10,-13,36,973.499554,970.4999968,5,6.000477546,5
